Aech,Cpla,Dqua,Hsal,Obir,Orug,Sinv,Aech_baseMean,Aech_log2FoldChange,Aech_pvalue,Aech_padj,Cpla_baseMean,Cpla_log2FoldChange,Cpla_pvalue,Cpla_padj,Dqua_baseMean,Dqua_log2FoldChange,Dqua_pvalue,Dqua_padj,Hsal_baseMean,Hsal_log2FoldChange,Hsal_pvalue,Hsal_padj,Orug_baseMean,Orug_log2FoldChange,Orug_pvalue,Orug_padj,Obir_baseMean,Obir_log2FoldChange,Obir_pvalue,Obir_padj,Sinv_baseMean,Sinv_log2FoldChange,Sinv_pvalue,Sinv_padj
Aech|LOC105146510,Cpla|SGF56350,Dqua|LOC106749786,Hsal|LOC105188430,Obir|LOC105275734,Orug|SGF77413,Sinv|LOC105203029,6666.3626190392115,-0.90914282993476,1.4716446095409902e-06,2.66927573018057e-05,1029.98471935305,0.300570061962408,1.59627751566833e-05,0.000124222123418648,13502.5969250516,0.434834548963465,0.0330157296561266,0.24021250661477897,1249.1400261899,0.23558821016357803,0.0630760722776251,0.67170243999165,1150.1409633619699,0.392075633310733,0.0183545222299933,0.0528262315099268,3253.2140951485803,-0.18067776602614802,0.200535573994455,0.566448584679732,72.7901336901908,0.4052074156549779,0.11679680073642,0.230475240288129
Aech|LOC105152432,Cpla|SGF54153,Dqua|LOC106744009,Hsal|LOC105188337,Obir|LOC105277194,Orug|SGF76267,Sinv|LOC105192969,641.839614293886,-0.6807013656865831,0.019064311618421002,0.0783705942660699,861.936655202392,0.15539065948621802,0.00800449864597601,0.0241498297449704,2876.5231035472198,-0.40893189199001,0.0661971547130956,0.342358782336326,494.098216933288,0.19236451194105603,0.26390814075236996,0.868588027819918,1024.85655865731,-0.009431793724508891,0.9653657159310609,0.976921956361186,1029.11688642434,0.0456032596702768,0.754678948464213,0.9360546859962671,224.226325734426,0.12139760365051999,0.12287218282455499,0.239609612441127
Aech|LOC105149416,Cpla|SGF60445,Dqua|LOC106742591,Hsal|LOC105190724,Obir|LOC105280097,Orug|SGF70122,Sinv|LOC105207136,1258.3078503567301,-1.79469778221865,6.131271323166371e-09,2.16076558584303e-07,1056.4719225203098,-0.0474317957666977,0.639404262180445,0.749648200493016,2599.25565067262,-0.23132184039644,0.39960179598311996,0.731986075583145,188.140782376744,0.10765329804058099,0.551593883210755,0.9468659919518728,230.136274836311,-0.17987912248103702,0.16328021883654,0.288492625721656,721.993007883092,0.720680939507825,3.42724794923733e-05,0.0013910672157039,189.121270314573,0.8355749957320319,5.890282529843969e-09,1.0818071604133599e-07
Aech|LOC105151606,Cpla|SGF61003,Dqua|LOC106752378,Hsal|LOC105182741,Obir|LOC105277762,Orug|SGF83805,Sinv|LOC105199648,269.134660590942,-1.69389139948486,1.14181396353069e-07,2.80654180458595e-06,53.9545275198619,0.6085826437719711,0.0968135872527517,0.182488074615422,1272.00680666125,-0.0278614586838731,0.943162018774803,0.9812672318784009,45.200930015212094,-0.15268508607481698,0.569984204261359,0.9472668119676658,17.849230221811602,0.141845340479943,0.730662116497062,0.8193287621807991,26.177907580395,0.389270278754858,0.12144046743392199,0.44756954765250706,26.8591142320681,0.859445998276327,0.000347120268914668,0.00194002368442455
Aech|LOC105154871,Cpla|SGF59158,Dqua|LOC106750139,Hsal|LOC105185717,Obir|LOC105281720,Orug|SGF67228,Sinv|LOC105193215,1103.4829866843,-0.154626968958858,0.6150926680337571,0.77841037644272,1326.73204140024,-0.33116944537035303,9.481015738476289e-06,7.964165621217991e-05,2833.05110349075,-0.19899361892581002,0.564417541866281,0.8232945657793221,943.740703472527,0.137393274159336,0.346186678686857,0.8889789704653859,670.8307635485891,-0.253223052444855,0.00380186275696777,0.0145350649920253,1714.05935965947,-0.0203534697174568,0.896474514715731,0.9726015784717901,182.78789607216098,0.204025061853749,0.0370281408968475,0.0941210761265681
Aech|LOC105150818,Cpla|SGF55563,Dqua|LOC106744731,Hsal|LOC105189138,Obir|LOC105280862,Orug|SGF75192,Sinv|LOC105196280,16.180306197457,0.507225791187452,0.258403712344157,0.468995687325864,54.699063780907096,0.11733442262468198,0.539292711877427,0.670143547879254,90.26813947729201,0.20449299326635603,0.515256847771728,0.8006998403555959,263.408696195171,0.28177038929862896,0.22440199784895104,0.855881637644243,77.8322380814467,-0.17588241852321498,0.417817750144948,0.5668804980896041,532.132770626028,-0.235799246516876,0.210863950219772,0.5780494904590939,4.956981736302669,-0.0783748146365597,0.805395397132645,0.8837903225837271
Aech|LOC105151312,Cpla|SGF63282,Dqua|LOC106750450,Hsal|LOC105185662,Obir|LOC105279277,Orug|SGF85659,Sinv|LOC105194664,1422.5703432218695,-0.460271816107822,0.044844396574724006,0.147947586095719,2807.80936153523,0.36776796798531103,0.0232809765618495,0.0580222861164209,1599.77871881651,0.0137542970587707,0.947244079435545,0.982414522585437,562.789606462657,0.268107640034346,0.0459575377242388,0.6066272080000121,2486.93114643895,0.33157882504160496,6.48630931397339e-05,0.000473700929242497,3020.3812353695503,0.140925143697288,0.286411411861028,0.662247946838175,712.032757438865,0.284214709413843,1.31796293671822e-06,1.43890402983695e-05
Aech|LOC105144324,Cpla|SGF65104,Dqua|LOC106750073,Hsal|LOC105191844,Obir|LOC105280242,Orug|SGF73718,Sinv|LOC105199014,6680.460338256579,0.234571612924928,0.22867463586357395,0.434914965957115,1481.35925876248,-0.36109209229296707,7.63839412737586e-06,6.61232029193912e-05,3515.3613447829603,0.08700434861457801,0.695856286051625,0.884552374921697,911.1851751937401,-0.0208274399863287,0.840842495962843,0.983589893330157,2244.60866618406,-0.9146633153466099,8.19715282578078e-06,7.961445222061279e-05,3915.0891754278496,-0.6059502584326489,1.9844262928453798e-05,0.000926621710991031,1271.02906266439,-0.300787357088739,0.0100083721323778,0.0328804143734773
Aech|LOC105144302,Cpla|SGF59086,Dqua|LOC106744140,Hsal|LOC105182676,Obir|LOC105283755,Orug|SGF68522,Sinv|LOC105199223,722.882360798102,-0.4599234596237671,0.0272193626254142,0.10305787137043199,509.552740268546,0.343437057483426,0.00311475678293158,0.0110541493541005,275.55076974543897,-0.5468576920728591,0.0200558884134528,0.185080945608275,752.9105125583329,-0.256805655914693,0.0742115377149701,0.71162710870218,1136.8148963297301,-0.121313410781864,0.5513308302668829,0.6843358316461711,474.39012961158,-0.6509737677028861,5.8378844123028396e-05,0.0021540976994067103,71.9551971362462,-0.21258688770544,0.169066529330633,0.305718612868782
Aech|LOC105144295,Cpla|SGF57963,Dqua|LOC106749957,Hsal|LOC105182670,Obir|LOC105283759,Orug|SGF70159,Sinv|LOC105193417,345.221334732753,-0.363086923199915,0.0815426064324587,0.22493466271460705,16.321339743160202,-0.134321549642953,0.638277526094015,0.748834608351696,184.117521033937,0.35613021386823496,0.24522542048890802,0.613417490543105,312.958505652498,-0.260512882538972,0.186128627371637,0.8409537073950749,17.6328285273069,0.52029874687845,0.19954194676818401,0.335012619382687,41.073433646638996,0.249320516749427,0.16077507404295002,0.514812474997912,27.802844638445002,1.1931739620007,1.31497997355995e-06,1.43693376143043e-05
Aech|LOC105153202,Cpla|SGF53824,Dqua|LOC106748908,Hsal|LOC105186692,Obir|LOC105284706,Orug|SGF71924,Sinv|LOC105196200,3270.30782078188,-0.0543041485259011,0.8105141240345679,0.901861141881852,344.955596906166,-0.0844202651637639,0.53331681264674,0.6646994328950699,13438.983547521599,0.27106058430729396,0.29978562307253603,0.661185398039796,393.144534743369,-0.20924494899383703,0.19538104008986898,0.844874174722404,261.567141742169,-0.651418377536183,0.0100090258471194,0.0324075196416391,1225.3691464036099,-0.060287482866722,0.6479780447774119,0.8925195589922181,596.525746162043,0.256575971874835,0.00511793804333204,0.0189016518590049
Aech|LOC105147505,Cpla|SGF61998,Dqua|LOC106751771,Hsal|LOC105183835,Obir|LOC105277003,Orug|SGF66390,Sinv|LOC105204367,178.172314154393,0.0543550085508877,0.852617161566836,0.9240428190515859,320.575772936277,0.0396781716365776,0.749371492456284,0.832889679968471,378.73380290112505,-0.5220073019925411,0.18776616204077698,0.541493007529087,313.90728591554796,-0.242960549955265,0.13523301530033502,0.7970922059100201,193.48514608641702,-0.0930783273776195,0.5778136726625219,0.705175941183102,167.89647746596398,-0.100846353851412,0.629065774245915,0.882709484002053,87.68189431676541,0.6741536314634161,1.14867978668122e-06,1.26836812943517e-05
Aech|LOC105153368,Cpla|SGF53285,Dqua|LOC106743025,Hsal|LOC105184534,Obir|LOC105287640,Orug|SGF60043,Sinv|LOC105200210,1555.00926292618,1.1702329693994198,0.000144865612533023,0.00148108041708834,7692.12808711255,-0.260208393659594,0.0004931047010467759,0.00232152382675544,299.76806683388804,-0.0278006765674195,0.942213877123823,0.981194699676014,5056.44815738533,-0.365160160184327,0.0378195367010766,0.580373405691914,1939.9560866474699,-0.20248712109570302,0.00564213057388963,0.020212291629758,3508.0998288707697,-0.31881001356851196,0.00886386004782111,0.0894266874614304,88.957748018202,-1.04273443587848,5.53954882972054e-07,6.67720055058615e-06
Aech|LOC105151029,Cpla|SGF52275,Dqua|LOC106746799,Hsal|LOC105181524,Obir|LOC105275190,Orug|SGF69286,Sinv|LOC105195421,2524.55542595612,-0.783243813678985,0.000843731114236375,0.0065260394250128894,409.343703994144,0.36037609505199997,5.2334376570444204e-05,0.000338798743892081,2807.40326415191,-0.0344485841915093,0.8750514155271859,0.9599352826979319,356.590502298063,0.203101232534572,0.0788112622467324,0.7225339539032769,243.371832354327,-0.11471388825900901,0.5007571308407129,0.642211789463656,1545.96918841555,0.103003920941004,0.455356671996319,0.7854241662026851,923.3083159932339,0.207314868817769,0.00482773827011372,0.0180374596213348
Aech|LOC105150593,Cpla|SGF56623,Dqua|LOC106743604,Hsal|LOC105190924,Obir|LOC105275560,Orug|SGF69206,Sinv|LOC105204829,380.656050751453,-0.594156679981304,0.0113041083422136,0.0524453465938007,268.091006163009,0.26796188406221,0.0026735794501803302,0.00970722377363705,725.908586329087,0.0679000717129629,0.811235910982716,0.934815072249082,332.566975188828,0.18379013037538397,0.10160687191002302,0.7591427873965899,490.944908741871,0.298085428662427,0.00880025089470008,0.0291135541186274,2665.4664591638298,-0.194165020652286,0.160799903163444,0.514812474997912,357.065722438155,-0.0273087342406479,0.7200184652033199,0.825983202315585
Aech|LOC105152728,Cpla|SGF46885,Dqua|LOC106740668,Hsal|LOC105183940,Obir|LOC105281601,Orug|SGF78453,Sinv|LOC105196499,3584.94644553179,-0.18210898650220997,0.289410862188062,0.503547458928812,1414.65322615667,0.0477465346172327,0.38464036532091206,0.5268450238703499,3517.32032293489,-0.169442396658828,0.45331042144591494,0.7648670850211841,178.629687363624,0.301786293050442,0.160104904461652,0.8189760476403021,194.41002834494702,0.46339091260445403,0.0114605395697979,0.0361067842536295,3689.37198829721,0.0527386098209713,0.7087837773857171,0.917541119081387,831.637145656452,0.0505397115969409,0.22908173673164398,0.38175072143241295
Aech|LOC105143572,Cpla|SGF50497,Dqua|LOC106743069,Hsal|LOC105188914,Obir|LOC105286286,Orug|SGF80160,Sinv|LOC105198578,4302.90273833061,0.11773233209241099,0.4109029194361579,0.6246593017510401,6258.09873010974,-0.0302290380735198,0.6085262761529239,0.7259768072457521,9190.09351256592,-0.0586089635430261,0.715012126721555,0.893016869424213,5649.070213298461,0.0716106801195964,0.21778545958222,0.8544528657607141,7302.9494441834095,0.0900915781210941,0.483528870931401,0.626488472894422,9782.135583277559,-0.535774908373596,0.000111264613885508,0.00359075067380355,3777.6043470895597,-0.173421067576904,0.0430908715765372,0.10589908379957301
Aech|LOC105143907,Cpla|SGF62393,Dqua|LOC106743823,Hsal|LOC105190672,Obir|LOC105277574,Orug|SGF66275,Sinv|LOC105200386,587.900398574766,-0.413681466746149,0.148566893596057,0.331698980723773,810.887664540637,-0.0751264616475133,0.36362630412464797,0.506034405946223,5088.62337154723,0.0292040498232851,0.927792394063396,0.977068291044217,756.777228818145,0.183059201201602,0.0860440954403219,0.736527048846021,726.0545086493111,0.10686136612251598,0.468481053769039,0.6136116424853371,1871.0772243614,0.19224810713548998,0.373363323342553,0.728165431756415,2633.24266826376,-0.46748612827580394,0.000364282703493721,0.00201676580617455
Aech|LOC105152336,Cpla|SGF61119,Dqua|LOC106744736,Hsal|LOC105185844,Obir|LOC105282732,Orug|SGF86157,Sinv|LOC105208043,558.905412943383,-0.32074107441174393,0.0164120509623847,0.0701499832902252,1769.42976569233,0.0822651464315124,0.0505643526410837,0.108617165571744,1145.37333177458,-0.136488299289446,0.451176340871886,0.7639347023542671,163.670050171422,0.273280092823457,0.0826011101079115,0.72960579930767,1165.71638267835,-0.0228561205817764,0.7940446234452891,0.864236728905568,2509.13765638305,-0.0764869360956439,0.55084284773851,0.83889401862195,580.4512375853279,-0.09925070978327699,0.247701478148052,0.4037315592108379
Aech|LOC105149858,Cpla|SGF52291,Dqua|LOC106746306,Hsal|LOC105182564,Obir|LOC105287604,Orug|SGF62495,Sinv|LOC105208236,745.998759241498,-0.839195611080057,1.79869926177517e-06,3.19845229868773e-05,72.1216301693882,0.3756995333397029,0.0481196780796757,0.10433047094049601,659.423187706908,-0.198721914937227,0.448852591285906,0.7628012541471321,144.490732778091,0.275021158667886,0.0371718174573041,0.5756788472337211,366.91600329605103,-0.0551155905721485,0.7037025507753549,0.800573415407313,685.908567432471,0.0702781278206683,0.65484970595838,0.8960116910508381,90.48713089736151,0.21794704140084603,0.0218027230518953,0.06112280634893401
Aech|LOC105147402,Cpla|SGF55420,Dqua|LOC106746953,Hsal|LOC105182044,Obir|LOC105285825,Orug|SGF68330,Sinv|LOC105207343,165.59688995974,0.613896909904117,0.00207957017454064,0.0137727849207442,154.72133209554198,-1.3754138998265502,0.0049759994894875,0.0162664103265346,549.434698555665,-0.30682645336842196,0.334773212518927,0.690933767607731,1305.2963482961,-0.186356419302716,0.30631080106552,0.8820418476129879,148.643430477429,-2.39850207711372,5.27408769462861e-10,1.62872438765551e-08,1042.83207135547,-0.127609395079017,0.459334209767407,0.7887006045680842,344.366962273062,-0.505059735426235,0.000624549517097429,0.00320419914219737
Aech|LOC105145948,Cpla|SGF63185,Dqua|LOC106747477,Hsal|LOC105189203,Obir|LOC105282898,Orug|SGF72875,Sinv|LOC105199549,1109.07119319901,1.1060072232048601,1.41029642459279e-09,5.8403832089264704e-08,355.773992261494,-0.0958804093812297,0.38939877051436106,0.531206197242877,1968.9832551137,0.0847497516129324,0.82507694748155,0.94135274201975,362.412370009189,0.10829769590289601,0.348570661516148,0.889494156669559,488.283696905946,0.0509788812859763,0.714974931193155,0.808005500060157,1134.2391104328199,-0.350332544189988,0.0527150753638735,0.276905022555977,507.252564636223,-0.358613640785275,0.0106881044870656,0.0346100462612229
Aech|LOC105148035,Cpla|SGF50521,Dqua|LOC106745429,Hsal|LOC105190269,Obir|LOC105282017,Orug|SGF72172,Sinv|LOC105199679,2013.8041751595401,-0.19883728369429304,0.24061866683500505,0.44951121774929403,2985.85718346118,-0.111525287586534,0.00418385758202657,0.0140937718160126,902.1220277510471,-0.203368734048381,0.24198315885560104,0.61031257171338,165.032422650902,0.42073209830121794,0.0244211591842598,0.528083603659361,1435.503332138,-0.392854965179894,3.3125895633131e-05,0.000268341034646969,9085.52487941361,-0.066848534093483,0.5742586701228929,0.85349334499945,398.872877042303,-0.00046359195879577597,0.9951693115797401,0.9969132154463158
Aech|LOC105145988,Cpla|SGF61982,Dqua|LOC106749986,Hsal|LOC105181490,Obir|LOC105279822,Orug|SGF62927,Sinv|LOC105197139,779.834801839061,-0.0563467182425761,0.759316395232667,0.8734869834358929,659.2616442268979,0.250648212509886,0.0207415011480219,0.0527035705161588,959.9659684092419,0.486322081985875,0.18853919517853698,0.5423514452414641,918.449248292466,0.28625944911337203,0.00821163559569796,0.36084725905895504,1158.1536904241,-0.13534394320477902,0.48507436080629995,0.6276310583771639,1888.56957620006,-0.27777437408269895,0.0437373123496656,0.24761794915559102,944.434341671381,-0.11714010371522199,0.328474843419225,0.49301547267660795
Aech|LOC105147264,Cpla|SGF52744,Dqua|LOC106747563,Hsal|LOC105182850,Obir|LOC105278468,Orug|SGF78147,Sinv|LOC105199952,1550.8533388064402,0.519626483405921,0.184697640761685,0.38014639153483204,11885.4322788752,-1.20995889929834,1.23901824351044e-05,9.97939006914177e-05,10022.2113060848,-0.421955906027096,0.0980625553897814,0.40921361472272905,9490.10486529824,-0.22200525254026898,0.30706521288502303,0.8820418476129879,20464.3269777174,-0.35876180815344394,0.00236541149977425,0.00987676788481898,47322.202770513395,-0.159403865834595,0.32054981928271503,0.6930615920136041,10885.9580028092,-0.290612212136278,0.0744339018203296,0.16378950427623998
Aech|LOC105145091,Cpla|SGF53524,Dqua|LOC106748178,Hsal|LOC105187748,Obir|LOC105286565,Orug|SGF71139,Sinv|LOC105196343,698.086049162157,-0.26063243865188,0.23924883559151802,0.447744919500708,379.18195061051904,0.19734723504702104,0.0188648588397492,0.0487657633378487,3680.93723093909,0.29517848757530396,0.043565103398467,0.277805355024564,2545.87644265571,-0.17073587928093698,0.408051923873056,0.91087290379978,1365.46599337066,0.0131829532116798,0.9076864908188221,0.9403746391257299,1423.1904639886902,0.40852719459089293,0.0351432267660925,0.21764464322921,271.213217645693,0.47656581761783,4.09437556185846e-08,6.3444612422953e-07
Aech|LOC105144789,Cpla|SGF48805,Dqua|LOC106744712,Hsal|LOC105189158,Obir|LOC105281943,Orug|SGF71857,Sinv|LOC105203490,1450.00439673481,-0.7865758697837041,0.000103602695340004,0.0011048531928894401,123.358258461579,0.244823996203534,0.0690052375954738,0.139417339886721,1611.24052637433,0.5614155776837779,0.0295311265663686,0.226942233249427,51.6845795142065,0.0676703030285064,0.799404166878106,0.975851596213174,528.9933463631891,0.391066406192632,0.00022170477223186402,0.0013565857716993802,1169.60992994552,0.5397729008501939,0.00299665905083891,0.0429670420699769,102.85532775699801,0.47591064761498897,6.29528486766574e-05,0.000435209744677912
Aech|LOC105147282,Cpla|SGF52444,Dqua|LOC106742251,Hsal|LOC105190601,Obir|LOC105286975,Orug|SGF85056,Sinv|LOC105197972,946.163465209447,-0.20595795467495798,0.42347614801197797,0.6355642852366371,1896.7907190339001,-0.5263345889861111,1.83156383569876e-05,0.00013925841291543,1371.5783795960099,-0.0135067865085182,0.924494701349677,0.976374206193767,425.942326400852,-0.184681071735841,0.0060083313193419995,0.30882822981417896,1647.9256117980701,-0.150357712696905,0.0246465829129636,0.0665866974895493,2186.60903733875,-0.14189867592976,0.27314431512055803,0.6510954851582679,230.694467121449,-0.0671895064205831,0.558480962736068,0.706062133585564
Aech|LOC105144092,Cpla|SGF46879,Dqua|LOC106741886,Hsal|LOC105185246,Obir|LOC105280492,Orug|SGF67083,Sinv|LOC105204741,503.72544973572997,0.26216176174072797,0.18547007396134196,0.380925896790923,948.816064707986,-0.0109693255187544,0.8896118124365251,0.9304687447500279,1030.39500386193,-0.356834869973201,0.0887336577695002,0.391013998442142,211.298348908248,0.0484456393381097,0.606987430588276,0.9492544172449309,410.67086767601097,0.529177595097503,0.00295429754466095,0.0118516517618795,480.39579025570504,-0.22128866969521602,0.125346653792027,0.454923050468734,407.59474730020503,-0.0582358841873031,0.29750590935765997,0.46029755595405897
